,Manufacturer,Model,Trans,Eng Size,Cyl,MPG Comb,MPG City,MPG Hwy,Annual Fuel Cost,GHG Rating,Notes,Year
1132,LAND ROVER,Range Rover Sport,A-S8,3.0L,6cyl,24,22,28,"$2,250",4,"['D', 'T', 'SS']",2021
1133,LAND ROVER,Range Rover Sport,A-S8,5.0L,8cyl,19,17,22,"$3,200",3,"['P', 'S', 'SS']",2021
1134,LAND ROVER,Range Rover Sport MHEV,A-S8,3.0L,6cyl,21,19,24,"$2,900",4,"['P', 'T', 'MHEV', 'SS']",2021
1135,LAND ROVER,Range Rover Sport SVR,A-S8,5.0L,8cyl,16,15,20,"$3,800",2,"['P', 'S', 'SS']",2021
1136,LAND ROVER,Range Rover SVA,A-S8,5.0L,8cyl,16,14,19,"$3,800",2,"['P', 'S', 'SS']",2021
1137,LEXUS,GX 460,A-S6,4.6L,8cyl,16,15,19,"$3,800",2,['PR'],2021
1138,LEXUS,LX 570,A-S8,5.7L,8cyl,14,12,16,"$4,350",1,['PR'],2021
1139,LEXUS,RX 450h AWD,AV-S6,3.5L,6cyl,30,31,28,"$2,050",6,"['PR', 'HEV', 'SS']",2021
1140,LEXUS,RX 450h L AWD,AV-S6,3.5L,6cyl,29,29,28,"$2,100",6,"['PR', 'HEV', 'SS']",2021
1141,LINCOLN,Aviator AWD,A-S10,3.0L,6cyl,20,17,24,"$2,400",4,"['T', 'PT4', 'SS']",2021
1142,LINCOLN,Navigator 4WD,A-S10,3.5L,6cyl,17,16,20,"$2,800",3,"['T', 'PT4', 'SS']",2021
1143,MASERATI,Levante,A-8,3.0L,6cyl,18,16,22,"$3,400",3,"['PR', 'T', 'SS']",2021
1144,MASERATI,Levante GTS,A-8,3.8L,8cyl,16,13,20,"$3,800",2,"['PR', 'T', 'SS']",2021
1145,MASERATI,Levante S,A-8,3.0L,6cyl,18,16,22,"$3,400",3,"['PR', 'T', 'SS']",2021
1146,MASERATI,Levante Trofeo,A-8,3.8L,8cyl,16,13,20,"$3,800",2,"['PR', 'T', 'SS']",2021
1147,MERCEDES-BENZ,AMG G63,A-9,4.0L,8cyl,14,13,16,"$4,350",1,"['PR', 'T', 'C.', 'D.', 'SS']",2021
1148,MERCEDES-BENZ,AMG GLE53 4matic Plus,A-9,3.0L,6cyl,19,18,22,"$3,200",3,"['PR', 'MHEV', 'SS']",2021
1149,MERCEDES-BENZ,AMG GLE53 4matic Plus Coupe,A-9,3.0L,6cyl,20,18,23,"$3,050",4,"['PR', 'MHEV', 'SS']",2021
1150,MERCEDES-BENZ,AMG GLE63 S 4matic Plus,A-9,4.0L,8cyl,16,15,19,"$3,800",2,"['PR', 'T', 'C.', 'D.', 'MHEV', 'SS']",2021
1151,MERCEDES-BENZ,AMG GLE63 S 4matic Plus Coupe,A-9,4.0L,8cyl,17,15,19,"$3,600",3,"['PR', 'T', 'C.', 'D.', 'MHEV', 'SS']",2021
1152,MERCEDES-BENZ,AMG GLS63 4matic Plus,A-9,4.0L,8cyl,16,14,18,"$3,800",2,"['PR', 'T', 'C.', 'D.', 'MHEV', 'SS']",2021
1153,MERCEDES-BENZ,G550,A-9,4.0L,8cyl,18,17,19,"$3,400",3,"['PR', 'T', 'C.', 'D.', 'SS']",2021
1154,MERCEDES-BENZ,GLE450 4matic,A-9,3.0L,6cyl,23,21,26,"$2,650",5,"['PR', 'T', 'MHEV', 'SS']",2021
1155,MERCEDES-BENZ,GLE580 4matic,A-9,4.0L,8cyl,19,17,22,"$3,200",3,"['PR', 'T', 'C.', 'D.', 'MHEV', 'SS']",2021
1156,MERCEDES-BENZ,GLS450 4matic,A-9,3.0L,6cyl,21,20,24,"$2,900",4,"['PR', 'T', 'MHEV', 'SS']",2021
1157,MERCEDES-BENZ,GLS580 4matic,A-9,4.0L,8cyl,18,16,21,"$3,400",3,"['PR', 'T', 'C.', 'D.', 'MHEV', 'SS']",2021
1158,MERCEDES-BENZ,GLS600 4matic Maybach,A-9,4.0L,8cyl,16,15,19,"$3,800",2,"['PR', 'T', 'C.', 'D.', 'MHEV', 'SS']",2021
1159,NISSAN,Armada 4WD,A-S7,5.6L,8cyl,15,13,18,"$4,100",2,['P'],2021
1160,NISSAN,Armada 4WD,A-S7,5.6L,8cyl,15,13,18,"$4,100",2,"['P', 'MDPV.']",2021
1161,PORSCHE,Cayenne,A-S8,3.0L,6cyl,20,19,23,"$3,050",4,"['P', 'T', 'SS']",2021
1162,PORSCHE,Cayenne Coupe,A-S8,3.0L,6cyl,20,19,23,"$3,050",4,"['P', 'T', 'SS']",2021
1163,PORSCHE,Cayenne GTS,A-S8,4.0L,8cyl,17,15,19,"$3,600",3,"['PR', 'T', 'SS']",2021
1164,PORSCHE,Cayenne GTS Coupe,A-S8,4.0L,8cyl,17,15,19,"$3,600",3,"['PR', 'T', 'SS']",2021
1165,PORSCHE,Cayenne S,A-S8,2.9L,6cyl,20,18,22,"$3,050",4,"['P', 'T', 'SS']",2021
1166,PORSCHE,Cayenne S Coupe,A-S8,2.9L,6cyl,19,18,22,"$3,200",3,"['P', 'T', 'SS']",2021
1167,PORSCHE,Cayenne Turbo,A-S8,4.0L,8cyl,17,15,19,"$3,600",3,"['PR', 'T', 'SS']",2021
1168,PORSCHE,Cayenne Turbo Coupe,A-S8,4.0L,8cyl,17,15,19,"$3,600",3,"['PR', 'T', 'SS']",2021
1169,SUBARU,Ascent,AV-S8,2.4L,4cyl,23,21,27,"$2,050",5,['T'],2021
1170,SUBARU,Ascent Limited/Touring,AV-S8,2.4L,4cyl,22,20,26,"$2,150",4,['T'],2021
1171,TOYOTA,4Runner 4WD,A-S5,4.0L,6cyl,17,16,19,"$2,800",3,['PT4'],2021
1172,TOYOTA,4Runner 4WD,A-S5,4.0L,6cyl,17,16,19,"$2,800",3,[],2021
1173,TOYOTA,Highlander Hybrid AWD,AV-S6,2.5L,4cyl,35,35,35,"$1,350",7,"['HEV', 'SS']",2021
1174,TOYOTA,Highlander Hybrid AWD LTD/PLAT,AV-S6,2.5L,4cyl,35,35,34,"$1,350",7,"['HEV', 'SS']",2021
1175,TOYOTA,Land Cruiser Wagon 4WD,A-S8,5.7L,8cyl,14,13,17,"$3,400",1,[],2021
1176,TOYOTA,Sequoia 4WD,A-S6,5.7L,8cyl,14,13,17,"$3,400",1,['PT4'],2021
1177,VOLKSWAGEN,Atlas 4motion,A-S8,3.6L,6cyl,18,16,22,"$2,650",3,['SS'],2021
1178,VOLVO,XC90 AWD,A-S8,2.0L,4cyl,23,20,28,"$2,650",5,"['PR', 'T', 'SS']",2021
1179,VOLVO,XC90 AWD,A-S8,2.0L,4cyl,22,19,28,"$2,800",4,"['PR', 'T', 'S', 'SS']",2021
